	control1	control2	control3	dmd1	dmd2	dmd3
ENSG00000207744	6	0	0	0	0	4
ENSG00000170166	14	8	0	4	2	7
ENSG00000224189	2	0	0	0	8	0
ENSG00000272729	0	0	0	0	0	6
ENSG00000226363	10	2	0	2	0	5
ENSG00000128645	0	0	0	0	2	1
ENSG00000283880	0	0	0	0	0	0
ENSG00000279160	0	0	0	0	0	0
ENSG00000218175	83	70	90	72	88	49
ENSG00000230384	0	0	0	0	0	0
ENSG00000128654	423	418	431	195	402	225
ENSG00000237260	0	0	0	0	0	0
ENSG00000224577	0	0	0	0	0	0
ENSG00000229434	0	0	0	0	0	0
ENSG00000236231	0	0	0	0	0	0
ENSG00000283203	0	0	0	0	0	0
ENSG00000272551	0	0	0	1	0	0
ENSG00000163364	1	3	1	15	42	15
ENSG00000252027	0	0	0	0	0	0
ENSG00000230552	0	0	0	0	0	0
ENSG00000237053	0	0	0	0	0	0
ENSG00000223777	0	0	0	0	0	0
ENSG00000279205	0	0	0	0	0	0
ENSG00000227098	1	1	0	0	0	0
ENSG00000206866	0	0	0	0	0	0
ENSG00000236501	6	6	4	5	1	0
ENSG00000229337	22	0	15	1	17	3
ENSG00000251746	0	0	0	0	0	0
ENSG00000226273	0	0	0	0	0	0
ENSG00000201102	0	0	0	0	0	0
ENSG00000213069	0	0	0	0	0	0
ENSG00000170144	4603	3326	2923	1170	2740	1954
ENSG00000284252	0	0	0	0	0	0
ENSG00000116044	2047	1475	1786	1324	2080	1390
ENSG00000225808	10	0	14	0	6	0
ENSG00000265396	0	0	0	0	0	0
ENSG00000222043	14	9	10	0	0	3
ENSG00000213963	13	7	11	4	9	1
ENSG00000271825	0	0	0	0	0	0
ENSG00000271996	0	0	0	0	3	0
ENSG00000278418	0	0	0	0	0	0
ENSG00000280374	32	32	31	15	21	21
ENSG00000237178	0	0	0	0	0	0
ENSG00000238295	0	0	0	0	0	0
ENSG00000018510	712	484	420	305	548	392
ENSG00000196659	247	247	219	134	297	283
ENSG00000237655	0	0	0	0	0	0
ENSG00000197557	168	183	182	113	340	130
ENSG00000128655	137	114	182	73	209	87
ENSG00000284741	0	0	0	0	0	0
ENSG00000229941	3	4	0	14	1	0
ENSG00000236664	0	0	0	0	0	0
ENSG00000213962	0	0	2	0	0	1
ENSG00000229744	0	0	0	0	0	0
ENSG00000206788	0	0	0	0	0	0
ENSG00000249909	0	0	0	0	0	0
ENSG00000227241	0	0	0	0	0	0
ENSG00000155636	289	181	219	103	216	193
ENSG00000223096	0	0	0	0	0	0
ENSG00000079156	435	278	228	196	212	179
ENSG00000223960	150	95	100	66	181	74
ENSG00000180228	498	318	382	161	301	262
ENSG00000204311	31	9	8	5	18	18
ENSG00000238082	3	4	6	4	1	10
ENSG00000079150	315	263	272	390	660	526
ENSG00000116095	750	640	654	425	675	470
ENSG00000237298	510	471	660	439	275	516
ENSG00000155657	562	448	523	1828	4291	4394
ENSG00000270956	1	0	1	0	1	0
ENSG00000270277	2	5	7	6	0	9
ENSG00000279598	28	0	2	0	4	19
ENSG00000271011	15	9	4	1	6	4
ENSG00000270574	12	16	10	0	12	9
ENSG00000271141	0	0	0	0	0	0
ENSG00000271401	0	0	1	0	3	0
ENSG00000267784	0	0	0	0	9	15
ENSG00000287149	0	0	0	0	0	0
ENSG00000163492	148	54	110	120	255	164
ENSG00000238542	0	0	0	0	0	0
ENSG00000231541	0	0	0	0	0	0
ENSG00000187231	3158	2123	2005	921	1943	1483
ENSG00000237477	0	0	0	0	0	0
ENSG00000237964	0	0	0	0	0	0
ENSG00000144331	45	20	37	47	130	97
ENSG00000213126	1	0	0	0	0	0
ENSG00000221240	0	0	0	0	0	0
ENSG00000280636	0	0	0	0	0	0
ENSG00000202216	0	0	0	0	0	0
ENSG00000163510	2101	1164	1324	1196	2039	1263
ENSG00000270289	0	0	0	0	0	0
ENSG00000225258	0	0	0	0	0	0
ENSG00000281131	1	0	0	0	0	0
ENSG00000279559	0	0	0	0	0	0
ENSG00000226564	0	0	0	0	2	6
ENSG00000236667	1	0	2	0	1	0
ENSG00000170035	1154	1134	1052	667	1201	814
ENSG00000236153	0	4	0	0	1	0
ENSG00000238171	0	0	0	0	0	3
ENSG00000234663	5	9	0	5	5	1
ENSG00000266705	0	0	0	0	0	0
ENSG00000226681	0	0	0	0	0	0
ENSG00000115232	52	47	122	201	237	351
ENSG00000188452	67	55	77	47	92	83
ENSG00000162992	2872	1948	2585	1646	2272	2080
ENSG00000234595	0	0	0	0	0	0
ENSG00000225570	0	0	0	0	0	0
ENSG00000223873	1	0	0	0	0	0
ENSG00000221023	0	0	0	0	0	0
ENSG00000260742	19	2	1	1	9	3
ENSG00000138434	749	480	633	643	1318	812
ENSG00000150722	19	9	21	39	88	66
ENSG00000213958	0	0	0	0	0	0
ENSG00000222418	0	0	0	0	0	0
ENSG00000115252	503	365	434	359	410	459
ENSG00000287536	0	0	0	0	0	0
ENSG00000242121	0	0	0	0	0	0
ENSG00000077232	1860	1360	1563	953	2057	1252
ENSG00000232430	0	0	0	0	0	0
ENSG00000212404	0	0	0	0	0	0
ENSG00000162998	553	546	770	491	1200	575
ENSG00000207178	0	0	0	0	0	0
ENSG00000061676	3135	2722	2911	2335	2844	2318
ENSG00000202141	0	0	3	0	1	0
ENSG00000221498	0	0	0	0	0	0
ENSG00000231203	0	0	0	0	0	0
ENSG00000162999	160	120	124	94	225	161
ENSG00000224643	0	1	0	0	0	0
ENSG00000163002	323	282	355	177	302	209
ENSG00000272800	7	8	19	5	4	20
ENSG00000287621	0	0	0	0	0	0
ENSG00000213120	0	0	0	0	0	0
ENSG00000177855	16	5	18	18	20	4
ENSG00000286879	0	0	0	0	0	0
ENSG00000234172	0	0	0	0	0	0
ENSG00000286807	7	0	0	0	3	0
ENSG00000286152	0	0	0	0	0	0
ENSG00000286980	4	0	0	0	0	0
ENSG00000266808	0	0	0	0	0	0
ENSG00000283839	1	9	3	3	5	8
ENSG00000170396	680	262	300	346	504	470
ENSG00000237824	0	0	0	0	0	0
ENSG00000286797	51	9	15	8	56	58
ENSG00000225406	0	0	0	0	0	0
ENSG00000231646	21	7	5	0	4	0
ENSG00000212581	0	0	0	0	0	0
ENSG00000226747	5	0	0	0	0	0
ENSG00000188738	579	315	403	239	408	456
ENSG00000287129	10	5	11	0	3	11
ENSG00000224019	1	6	0	0	1	0
ENSG00000237877	88	28	64	34	39	44
ENSG00000226410	0	0	0	0	0	0
ENSG00000232568	0	0	7	0	0	6
ENSG00000259915	6	0	8	0	6	0
ENSG00000227692	0	0	0	0	0	0
ENSG00000065548	6884	4687	6601	3892	6012	4001
ENSG00000224323	0	0	0	0	0	0
ENSG00000138448	950	749	964	543	953	591
ENSG00000227227	0	2	0	0	0	0
ENSG00000144369	2317	1727	1629	570	1062	933
ENSG00000163012	2	0	0	14	9	0
ENSG00000226553	0	0	0	0	0	0
ENSG00000224063	0	0	0	0	0	0
ENSG00000222845	0	0	0	0	0	0
ENSG00000199626	0	0	0	0	0	0
ENSG00000064989	123	96	158	179	329	171
ENSG00000231739	0	0	2	0	1	0
ENSG00000003436	112	197	132	300	528	399
ENSG00000231689	3	0	0	0	0	0
ENSG00000235616	0	0	1	0	0	0
ENSG00000213115	0	0	0	0	0	0
ENSG00000200650	0	4	1	6	0	6
ENSG00000144366	1497	1394	1821	718	1428	964
ENSG00000207951	0	0	0	0	0	0
ENSG00000223523	0	0	0	0	0	0
ENSG00000174325	0	0	0	0	0	0
ENSG00000168542	1600	2432	2179	11278	32867	17499
ENSG00000221502	0	0	0	0	2	2
ENSG00000283238	0	0	0	0	0	0
ENSG00000284180	0	0	0	0	0	0
ENSG00000204262	474	530	591	1866	5555	2811
ENSG00000228073	0	0	0	0	0	0
ENSG00000264725	0	0	0	0	0	0
ENSG00000213601	0	0	0	0	0	0
ENSG00000115368	991	651	912	445	920	604
ENSG00000233996	0	0	0	0	0	0
ENSG00000287418	0	0	0	0	0	0
ENSG00000138449	370	370	481	1016	1625	1067
ENSG00000276828	0	0	0	0	0	0
ENSG00000138381	652	479	584	402	731	395
ENSG00000286053	0	0	0	0	0	0
ENSG00000286165	0	0	0	0	0	0
ENSG00000151687	62	76	107	71	55	30
ENSG00000128694	412	336	323	216	358	272
ENSG00000253559	2	5	23	0	1	0
ENSG00000273240	31	11	8	3	2	6
ENSG00000128699	1337	920	1199	491	786	635
ENSG00000064933	1226	874	1092	455	858	592
ENSG00000187699	14	24	8	6	24	21
ENSG00000223824	0	0	0	0	0	0
ENSG00000204253	33	24	58	34	38	32
ENSG00000213110	0	0	0	0	0	0
ENSG00000138379	10	17	53	8	18	2
ENSG00000198130	628	509	753	512	991	545
ENSG00000151689	317	321	239	106	270	139
ENSG00000151690	244	185	204	146	248	222
ENSG00000272979	0	0	0	0	0	0
ENSG00000189362	106	89	71	56	116	74
ENSG00000233654	226	125	173	158	216	216
ENSG00000251935	0	0	0	0	0	0
ENSG00000284052	28	11	14	24	6	12
ENSG00000138386	1033	776	956	503	1101	838
ENSG00000228509	0	0	0	2	5	0
ENSG00000235852	0	0	1	5	0	0
ENSG00000115419	1141	876	1187	947	1404	1105
ENSG00000115415	1171	769	915	754	1341	808
ENSG00000229023	0	0	0	0	0	0
ENSG00000230686	0	0	0	0	0	0
ENSG00000231858	0	0	0	0	0	0
ENSG00000138378	30	11	28	4	20	27
ENSG00000288064	0	0	0	0	0	0
ENSG00000207402	0	0	0	0	0	0
ENSG00000280083	1	0	0	0	0	0
ENSG00000230611	0	0	0	0	0	0
ENSG00000227542	2	0	1	0	0	0
ENSG00000128641	2188	1402	1558	552	1517	915
ENSG00000252130	0	0	0	0	0	0
ENSG00000173559	133	51	53	46	87	130
ENSG00000274845	0	0	0	0	0	0
ENSG00000288582	0	0	0	0	0	0
ENSG00000225884	0	0	0	0	0	0
ENSG00000168497	18	26	57	70	155	69
ENSG00000233766	0	0	0	0	0	0
ENSG00000213946	3	1	3	0	1	0
ENSG00000144339	283	349	261	173	306	308
ENSG00000229395	0	0	0	0	0	0
ENSG00000232227	0	0	0	0	0	0
ENSG00000227418	0	0	0	0	2	0
ENSG00000226242	0	0	0	0	0	0
ENSG00000278406	0	0	0	0	0	0
ENSG00000286358	0	0	11	9	10	6
ENSG00000232658	0	0	0	0	0	0
ENSG00000235218	0	0	0	0	0	0
ENSG00000224219	0	0	0	0	0	0
ENSG00000286868	0	0	0	0	0	0
ENSG00000260142	0	0	0	0	2	3
ENSG00000224670	0	0	0	0	2	0
ENSG00000215043	0	0	0	0	0	0
ENSG00000236695	0	7	1	0	0	4
ENSG00000225539	4	1	0	5	0	4
ENSG00000225394	0	0	0	0	0	0
ENSG00000286539	0	0	0	0	0	0
ENSG00000276123	0	0	1	0	0	0
ENSG00000252517	0	0	0	0	0	0
ENSG00000230173	0	0	0	0	0	0
ENSG00000235056	0	0	0	0	0	0
ENSG00000224099	0	3	0	0	0	0
ENSG00000271893	0	0	0	0	0	0
ENSG00000202206	0	0	0	0	0	0
ENSG00000223466	0	0	0	0	4	1
ENSG00000234919	0	0	0	0	0	0
ENSG00000196950	2503	1787	2080	1890	3289	2233
ENSG00000213107	0	0	0	0	0	0
ENSG00000201813	0	0	0	0	0	0
ENSG00000118997	243	163	205	266	571	187
ENSG00000203435	4	0	6	0	2	0
ENSG00000227878	0	0	0	0	0	0
ENSG00000081320	405	279	316	151	257	174
ENSG00000272211	0	0	0	0	0	0
ENSG00000138411	429	347	295	200	297	334
ENSG00000229056	0	0	0	4	0	0
ENSG00000276200	0	0	0	0	0	0
ENSG00000282836	0	0	0	0	0	0
ENSG00000144395	179	51	89	28	32	20
ENSG00000252923	0	0	0	0	0	0
ENSG00000119041	970	766	846	380	651	465
ENSG00000187944	6	0	13	0	0	1
ENSG00000280176	0	0	0	0	0	0
ENSG00000197121	1461	1010	858	451	784	717
ENSG00000065413	421	277	201	238	360	371
ENSG00000225636	1	0	0	0	0	0
ENSG00000224442	0	0	0	0	0	0
ENSG00000231621	0	0	1	0	0	0
ENSG00000236977	0	0	0	0	0	0
ENSG00000230482	1	0	0	0	0	0
ENSG00000225979	0	15	4	0	5	1
ENSG00000213104	0	0	0	0	0	0
ENSG00000115524	6224	4423	5109	3597	4754	4428
ENSG00000202434	0	0	0	0	0	0
ENSG00000206836	0	0	0	0	0	0
ENSG00000115520	329	306	245	163	344	249
ENSG00000144381	7497	4411	6644	4408	9366	5413
ENSG00000115541	1393	1008	1328	1278	1624	1257
ENSG00000270757	0	0	0	0	0	0
ENSG00000115540	1675	1174	1365	663	1243	875
ENSG00000231699	1	3	0	0	1	2
ENSG00000162944	466	374	445	491	658	656
ENSG00000287858	0	0	0	0	0	0
ENSG00000222017	0	0	0	0	0	0
ENSG00000247626	148	101	80	31	51	55
ENSG00000152430	0	0	3	0	0	0
ENSG00000115896	236	236	192	208	232	268
ENSG00000286020	0	0	0	0	0	0
ENSG00000237035	0	0	0	0	0	0
ENSG00000236653	0	0	0	0	0	0
ENSG00000225421	0	0	0	0	0	0
ENSG00000231557	0	0	0	0	0	0
ENSG00000230407	0	0	0	0	0	0
ENSG00000238698	0	0	0	0	0	0
ENSG00000119042	177	81	127	117	130	104
ENSG00000257045	0	0	0	0	6	0
ENSG00000225953	30	39	22	67	64	29
ENSG00000238217	5	4	0	0	0	2
ENSG00000213938	0	0	0	0	0	0
ENSG00000226124	16	0	8	9	25	43
ENSG00000232732	0	0	1	0	4	0
ENSG00000227004	0	0	0	0	0	0
ENSG00000240302	0	0	0	0	0	0
ENSG00000178074	700	542	598	518	945	487
ENSG00000162971	439	196	370	193	307	169
ENSG00000162972	241	177	199	122	286	158
ENSG00000287027	0	0	0	0	0	0
ENSG00000196141	2246	1429	2140	2437	5740	2935
ENSG00000201649	8	0	0	6	11	0
ENSG00000287299	0	4	0	0	0	11
ENSG00000155729	159	59	121	47	131	96
ENSG00000163535	1369	931	1080	513	1114	801
ENSG00000138356	45	31	15	60	66	51
ENSG00000244301	0	0	0	0	0	0
ENSG00000284084	0	0	0	0	0	0
ENSG00000237166	0	0	0	6	3	0
ENSG00000243478	0	0	0	0	0	0
ENSG00000201737	0	0	0	0	0	0
ENSG00000230408	0	0	0	0	0	0
ENSG00000082153	2297	2196	2070	1288	2078	1539
ENSG00000207116	0	0	1	2	2	4
ENSG00000224346	0	0	0	0	0	0
ENSG00000223092	0	0	0	0	0	0
ENSG00000013441	3240	2179	2927	1919	2131	2541
ENSG00000252759	152	27	37	27	47	26
ENSG00000240344	400	295	416	199	239	238
ENSG00000201499	0	0	0	0	0	0
ENSG00000196290	415	442	486	224	324	294
ENSG00000252916	3	0	8	2	0	0
ENSG00000115942	610	386	499	271	406	301
ENSG00000183308	0	0	0	5	6	2
ENSG00000155744	489	393	351	125	336	262
ENSG00000225695	0	2	0	0	0	0
ENSG00000226658	0	0	0	0	0	0
ENSG00000119013	587	470	500	243	446	328
ENSG00000252148	0	0	0	0	0	0
ENSG00000273975	0	0	0	1	0	0
ENSG00000232719	0	0	0	0	0	0
ENSG00000224672	0	0	0	1	0	0
ENSG00000003402	1036	614	788	466	1090	693
ENSG00000232133	0	0	0	0	0	0
ENSG00000226312	0	0	0	0	0	4
ENSG00000238829	0	1	0	0	0	0
ENSG00000235579	0	1	0	0	2	1
ENSG00000234431	0	0	0	0	0	0
ENSG00000003400	3	2	2	8	18	16
ENSG00000227348	0	0	0	0	0	0
ENSG00000225796	0	0	0	0	0	0
ENSG00000235318	0	0	0	0	0	0
ENSG00000064012	36	19	30	55	120	63
ENSG00000155749	80	56	79	55	94	67
ENSG00000115993	1253	942	1041	728	1490	1079
ENSG00000082146	310	243	327	84	189	160
ENSG00000213090	4	0	1	3	2	0
ENSG00000202008	0	0	0	0	0	0
ENSG00000155754	6	4	0	7	5	2
ENSG00000234842	0	0	0	0	0	0
ENSG00000224299	0	0	0	0	0	0
ENSG00000227736	0	0	0	0	0	0
ENSG00000224590	0	0	0	0	0	0
ENSG00000234731	0	0	0	0	0	0
ENSG00000249177	0	0	0	0	0	0
ENSG00000227841	0	0	0	0	0	0
ENSG00000155755	909	676	836	353	695	513
ENSG00000241790	0	0	0	0	0	0
ENSG00000287133	1	0	0	0	0	0
ENSG00000082126	1	0	5	4	3	0
ENSG00000222972	0	0	0	0	0	0
ENSG00000003393	651	472	440	211	696	332
ENSG00000230799	1	3	3	10	2	2
ENSG00000138395	7	0	0	2	18	6
ENSG00000202137	2	0	0	0	0	0
ENSG00000231124	0	0	0	0	0	0
ENSG00000212184	0	0	0	0	0	0
ENSG00000273209	11	2	8	2	6	15
ENSG00000155760	905	911	810	520	1096	828
ENSG00000182329	58	18	26	63	147	61
ENSG00000222035	2	0	0	0	0	0
ENSG00000287041	0	0	0	0	0	2
ENSG00000231903	0	4	2	0	0	0
ENSG00000227890	0	1	0	0	0	0
ENSG00000223825	0	0	0	0	0	0
ENSG00000116030	795	705	806	394	702	544
ENSG00000224463	0	1	0	0	0	0
ENSG00000055044	2729	1490	2332	1018	2033	1411
ENSG00000212534	0	0	0	0	0	0
ENSG00000212309	0	0	0	0	0	0
ENSG00000271852	6	1	3	0	5	12
ENSG00000238317	6	0	0	0	0	0
ENSG00000286223	0	0	0	0	0	0
ENSG00000264275	4	0	0	1	0	0
ENSG00000226261	0	0	0	2	0	1
ENSG00000272966	1	0	0	0	0	0
ENSG00000242696	0	0	0	0	0	0
ENSG00000273456	307	255	265	186	226	209
ENSG00000204217	2407	1852	1476	993	2024	1716
ENSG00000270915	0	0	0	0	0	0
ENSG00000236047	5	1	0	0	5	0
ENSG00000223619	0	0	0	0	0	0
ENSG00000233888	0	0	0	0	0	0
ENSG00000235433	0	0	0	0	0	0
ENSG00000237542	0	0	0	0	0	0
ENSG00000233134	0	0	0	0	0	0
ENSG00000241221	0	0	0	0	0	0
ENSG00000227454	1	0	0	0	0	0
ENSG00000233311	0	0	0	0	0	0
ENSG00000138439	1009	727	683	517	590	737
ENSG00000163596	562	423	428	302	528	365
ENSG00000240761	0	0	0	0	0	0
ENSG00000233579	0	0	0	0	0	0
ENSG00000138442	838	588	682	366	694	415
ENSG00000138380	220	174	158	55	144	66
ENSG00000232479	5	4	0	0	4	0
ENSG00000270664	0	0	0	0	0	0
ENSG00000144426	639	423	450	294	489	456
ENSG00000232994	0	0	2	0	0	0
ENSG00000202059	0	0	0	0	0	0
ENSG00000228513	0	0	0	0	0	0
ENSG00000225124	0	0	0	0	0	0
ENSG00000204196	0	0	0	0	0	0
ENSG00000119004	1617	966	1158	559	1410	885
ENSG00000264041	0	0	0	0	0	0
ENSG00000238285	0	0	0	0	0	0
ENSG00000138443	7051	4865	4895	2191	4256	3462
ENSG00000256458	0	0	0	2	0	0
ENSG00000173166	388	377	313	187	416	315
ENSG00000233459	0	0	2	0	1	1
ENSG00000233031	0	0	0	0	0	0
ENSG00000178562	0	1	0	0	0	0
ENSG00000224791	0	0	0	0	0	0
ENSG00000213925	5	1	0	0	3	0
ENSG00000206970	0	0	0	0	0	0
ENSG00000163599	4	0	0	12	25	0
ENSG00000163600	0	0	0	0	0	0
ENSG00000235951	0	0	0	0	0	0
ENSG00000234714	0	4	0	0	0	0
ENSG00000237271	0	0	0	0	1	3
ENSG00000236681	0	0	0	0	0	0
ENSG00000225304	0	0	0	0	0	0
ENSG00000236634	0	0	0	0	0	0
ENSG00000237843	0	5	0	0	0	0
ENSG00000116117	1747	1033	1216	579	1201	822
ENSG00000287524	0	0	0	0	0	0
ENSG00000223890	0	0	0	0	0	0
ENSG00000118257	1832	1161	966	1142	2303	1777
ENSG00000225216	0	0	0	0	0	0
ENSG00000201875	0	0	0	0	0	0
ENSG00000213739	0	0	0	0	0	0
ENSG00000225610	0	0	0	0	0	0
ENSG00000114933	78	41	13	2	50	62
ENSG00000252485	0	0	0	0	0	0
ENSG00000207386	0	0	0	0	0	0
ENSG00000237041	0	0	0	0	0	0
ENSG00000227946	0	0	0	0	0	0
ENSG00000023228	220	164	173	201	170	186
ENSG00000231955	0	0	0	0	0	0
ENSG00000237580	0	0	0	0	0	0
ENSG00000114942	34	38	45	130	71	109
ENSG00000277502	0	0	0	0	0	0
ENSG00000281780	0	0	0	0	0	0
ENSG00000207047	0	0	0	0	0	0
ENSG00000207406	0	0	0	0	0	0
ENSG00000183671	0	0	5	1	0	0
ENSG00000279220	0	0	0	0	0	0
ENSG00000222496	0	0	0	0	0	0
ENSG00000159186	0	0	0	0	0	0
ENSG00000224070	0	0	0	0	0	0
ENSG00000252716	0	0	0	0	0	0
ENSG00000204186	39	11	23	3	58	19
ENSG00000180105	0	0	0	0	0	0
ENSG00000234491	0	0	0	0	0	0
ENSG00000114948	859	541	823	594	446	803
ENSG00000228577	0	0	0	0	0	0
ENSG00000231653	0	0	0	0	0	0
ENSG00000235118	0	0	1	0	0	0
ENSG00000232125	0	7	0	0	2	0
ENSG00000213083	0	0	0	0	0	0
ENSG00000207319	0	0	0	0	0	0
ENSG00000138400	63	42	72	121	182	157
ENSG00000118246	616	367	582	332	755	519
ENSG00000283469	0	0	0	0	0	0
ENSG00000263468	0	0	0	0	0	0
ENSG00000229321	299	251	353	103	98	128
ENSG00000260171	0	0	0	0	0	0
ENSG00000144410	2	6	3	0	5	0
ENSG00000118263	1129	961	704	528	755	837
ENSG00000253008	0	0	0	0	0	0
ENSG00000237892	18	11	6	2	2	0
ENSG00000229647	0	0	0	0	3	0
ENSG00000277590	0	0	0	0	0	0
ENSG00000224342	0	0	0	0	0	0
ENSG00000234902	0	0	0	0	0	0
ENSG00000286568	0	0	0	0	0	0
ENSG00000225916	0	12	4	3	1	7
ENSG00000240440	0	0	0	0	0	0
ENSG00000223725	0	0	7	7	0	0
ENSG00000225064	0	0	0	0	0	0
ENSG00000221628	0	0	0	0	0	0
ENSG00000118260	3574	2407	2728	1456	2730	2280
ENSG00000144401	290	164	294	155	351	205
ENSG00000223433	0	0	7	0	2	3
ENSG00000224137	0	0	0	2	4	4
ENSG00000199251	0	0	0	0	0	0
ENSG00000213082	0	0	0	0	0	0
ENSG00000200764	0	0	0	0	0	0
ENSG00000163249	514	366	482	346	430	376
ENSG00000272851	33	34	22	0	1	0
ENSG00000284079	0	0	0	0	0	0
ENSG00000163251	1263	1083	1737	70	205	77
ENSG00000178385	640	494	627	331	455	580
ENSG00000225111	0	0	0	0	0	0
ENSG00000212246	0	0	0	0	0	0
ENSG00000185078	0	0	0	0	0	0
ENSG00000251941	0	0	0	0	0	0
ENSG00000224839	1	1	0	0	0	1
ENSG00000229150	0	0	0	0	0	0
ENSG00000118231	0	0	8	0	0	0
ENSG00000163254	0	0	6	0	0	0
ENSG00000224529	0	0	0	0	0	0
ENSG00000182187	0	8	0	0	0	0
ENSG00000168582	4	4	21	0	0	0
ENSG00000188674	205	114	103	43	47	91
ENSG00000233869	0	0	0	0	0	0
ENSG00000228111	0	0	0	0	0	0
ENSG00000138413	1008	680	656	250	766	378
ENSG00000231908	23	24	8	18	54	20
ENSG00000115020	995	568	738	388	819	628
ENSG00000228380	0	0	0	0	0	0
ENSG00000144407	4	9	7	0	9	6
ENSG00000213081	0	0	0	0	0	0
ENSG00000227430	0	0	0	0	0	0
ENSG00000231896	0	0	0	0	0	0
ENSG00000232409	0	0	0	0	0	0
ENSG00000287662	0	0	0	0	0	0
ENSG00000202164	1	0	0	0	0	0
ENSG00000235864	0	0	0	0	0	0
ENSG00000232799	0	0	0	0	2	0
ENSG00000240286	0	0	0	0	1	0
ENSG00000229670	0	0	0	0	0	0
ENSG00000286249	0	0	0	0	0	0
ENSG00000078018	33563	23996	19019	8217	11944	13450
ENSG00000222317	0	0	0	0	0	0
ENSG00000144406	257	208	140	46	96	102
ENSG00000237194	0	0	0	0	0	0
ENSG00000197713	572	362	412	203	398	349
ENSG00000144445	601	391	490	290	796	553
ENSG00000272807	33	27	12	11	10	4
ENSG00000229127	34	13	0	0	2	21
ENSG00000231063	0	0	0	0	1	0
ENSG00000279317	6	5	8	2	7	3
ENSG00000115361	9	5	20	11	42	15
ENSG00000199203	0	0	0	0	0	0
ENSG00000168530	30	38	44	2597	5871	6536
ENSG00000234281	0	0	0	7	9	0
ENSG00000115365	988	819	963	690	983	696
ENSG00000021826	45	140	99	261	524	262
ENSG00000280837	0	0	0	0	0	0
ENSG00000271074	0	0	0	0	0	0
ENSG00000231017	0	0	0	0	0	0
ENSG00000178568	785	709	487	1349	1760	1799
ENSG00000199585	0	0	0	2	0	2
ENSG00000232631	0	0	0	0	0	0
ENSG00000236007	0	0	0	0	0	0
ENSG00000221782	0	0	0	0	0	0
ENSG00000273118	0	0	0	0	0	0
ENSG00000234308	0	0	0	0	0	0
ENSG00000231254	0	0	0	0	0	0
ENSG00000223373	0	0	0	0	0	0
ENSG00000283637	0	0	0	0	0	0
ENSG00000266354	0	0	0	0	0	0
ENSG00000286965	7	0	0	0	2	0
ENSG00000030419	620	474	436	209	471	269
ENSG00000270659	21	23	19	10	10	26
ENSG00000236193	0	0	0	0	0	0
ENSG00000272519	0	0	0	0	3	0
ENSG00000196096	13	10	4	0	4	2
ENSG00000144451	1864	1292	1843	1274	2210	1284
ENSG00000265734	0	0	0	0	0	0
ENSG00000197585	0	0	0	0	0	0
ENSG00000213917	321	180	358	284	360	242
ENSG00000174453	20	11	6	7	13	11
ENSG00000224257	0	0	0	0	0	0
ENSG00000177261	0	0	0	0	0	0
ENSG00000138376	1884	1394	1619	687	1395	885
ENSG00000229267	54	11	46	10	31	26
ENSG00000207274	0	0	0	0	0	0
ENSG00000230076	1	15	3	2	0	1
ENSG00000144452	54	44	74	23	65	69
ENSG00000227769	0	0	0	0	0	0
ENSG00000286836	12	0	0	10	2	0
ENSG00000237571	0	0	0	0	0	0
ENSG00000138363	1716	1588	1366	676	1127	969
ENSG00000115414	302	367	306	1143	1438	1509
ENSG00000230695	0	0	0	0	0	0
ENSG00000225166	0	0	0	0	0	0
ENSG00000228618	0	0	0	0	0	0
ENSG00000234938	0	0	0	0	0	0
ENSG00000237525	2	0	1	0	2	0
ENSG00000227981	0	0	0	0	0	0
ENSG00000235770	7	0	0	16	28	17
ENSG00000230838	0	0	0	8	0	0
ENSG00000216721	1	0	0	0	0	0
ENSG00000227824	0	0	0	0	0	0
ENSG00000226276	5	0	0	0	0	0
ENSG00000118242	69	62	68	62	78	61
ENSG00000115425	78	78	95	70	204	98
ENSG00000163449	893	779	699	341	433	377
ENSG00000079246	8913	7115	8396	5415	6972	6282
ENSG00000232970	0	0	0	0	0	0
ENSG00000236478	0	0	0	0	0	0
ENSG00000279348	191	152	91	66	53	66
ENSG00000260804	343	250	120	50	150	131
ENSG00000144583	256	324	191	231	92	323
ENSG00000231092	0	0	0	0	0	0
ENSG00000233581	0	0	0	0	0	0
ENSG00000207303	0	0	0	0	0	0
ENSG00000235042	0	0	1	0	0	0
ENSG00000138375	359	351	347	234	221	205
ENSG00000232485	14	12	3	13	5	11
ENSG00000241520	10	0	7	5	0	15
ENSG00000197756	66314	63894	69788	40161	86684	53888
ENSG00000224391	2	0	0	0	0	0
ENSG00000225794	0	0	8	0	0	0
ENSG00000235444	0	0	0	0	0	1
ENSG00000115457	3225	2283	3367	3746	5532	4063
ENSG00000115461	5849	4224	4542	7250	14915	8516
ENSG00000236886	0	0	0	0	6	0
ENSG00000237930	0	0	0	0	0	0
ENSG00000222832	0	0	0	0	0	0
ENSG00000229352	0	0	2	0	0	0
ENSG00000234588	0	0	0	0	0	0
ENSG00000286601	3	0	0	0	0	0
ENSG00000231597	0	0	0	0	0	0
ENSG00000118245	0	0	0	0	1	1
ENSG00000223874	0	0	0	0	0	0
ENSG00000237479	0	0	0	0	0	0
ENSG00000227021	0	0	0	0	0	0
ENSG00000236295	0	0	0	0	0	0
ENSG00000259855	0	0	0	0	0	0
